sentence_id,sentence,language
374,J'ignore où vous résidez.,fra
375,J'ai des problèmes de concentration.,fra
376,Que pensez-vous de ce travail ?,fra
377,Les deux régions se distinguent par la religion et la culture.,fra
378,De nombreux animaux sauvages moururent parce qu'il n'y avait aucune nourriture.,fra
379,Nous sommes du Canada.,fra
380,De nombreux clients viennent consulter cet avocat.,fra
381,Pour une fois dans ma vie je fais un bon geste... Et ça ne sert à rien.,fra
382,Nous ne sommes pas prêts à avoir un enfant,fra
383,Nous sommes maintenant en phase.,fra
384,Nous sommes désormais des gens complètement différents.,fra
385,Il faut que ce soit maintenant.,fra
386,Vous ne pouvez pas changer d'avis maintenant.,fra
387,Je veux que tu te concentres sur ici et maintenant.,fra
388,Je veux des gardes postés ici et je les veux maintenant !,fra
389,Nous avons maintenant un peu de temps.,fra
390,Mon ordinateur fonctionne au poil,fra
391,Je m'en fais désormais une idée.,fra
392,Je vous souhaite à toutes bonne chance.,fra
393,Il faut joindre l'utile à l'agréable.,fra
394,Tu fais désormais partie de la bande.,fra
395,L'air conditionné semble désormais fonctionner.,fra
396,Peut-être es-tu encore en veine.,fra
397,Ils sont actuellement en train de l'amener pour lui poser des questions.,fra
398,Je suis maintenant disposé à discuter.,fra
399,C'est ainsi que je me sens actuellement.,fra
400,Ils veulent simplement faire ta connaissance.,fra
401,Personne n'avait de solution toute prête.,fra
402,Je n'ai pas besoin de me faire sermonner par toi.,fra
403,J'apprécierais que tu m'aides.,fra
404,La salière était sur la table.,fra
405,Bonne chance ! Vous en aurez besoin.,fra
406,Tu m'intimides toujours.,fra
407,La salière sera sur la table.,fra
408,Je leur donnerai à manger.,fra
409,Je souhaite que cela soit vrai.,fra
410,Ça porte malheur de dire ça.,fra
411,Une calamité a été évitée par pure chance.,fra
412,Tom a pris trois grandes respirations.,fra
413,Elle a attribué son succès à la bonne fortune.,fra
414,C'est ce que j'adore chez Tom.,fra
415,Si j'en ai si cruellement besoin,fra
416,Je l'assurais de mon plus profond regret.,fra
417,Tout le monde vous apprécie.,fra
418,Je suis venu pour vous souhaiter bonne chance.,fra
419,Afin de l'isoler de toute bactérie,fra
420,Bien entendu je me suis excusé,fra
421,Je ne connais pas la clé du succès,fra
422,Ne tenez aucun compte de ce qu'il dit.,fra
423,Même si tu n'as rien à te reprocher,fra
424,Je t'ai dit tout ce que je savais.,fra
425,J'ai appelé Susan pour m'excuser,fra
426,Merci beaucoup d'être ainsi fidèle à notre magasin depuis si longtemps.,fra
427,Je dois dire que je t'envie.,fra
428,Vous m'avez presque brisé la mâchoire.,fra
429,Il est onze heures,fra
430,Ça ne peut pas vous faire de mal.,fra
431,On pouvait voir l'allégresse dans le visage du président lorsqu'il annonça que nos actions vont être cotées au premier marché de la bourse de Tokyo.,fra
432,Il perçoit un salaire à six chiffres.,fra
433,Beaucoup de gens ne pouvaient pas le reconnaître sous ce déguisement.,fra
434,Si vous pouviez venir,fra
435,Dois-je garder la chambre ?,fra
436,J'ai fait connaître mes intentions à mes parents.,fra
437,Tom est vendeur de voiture.,fra
438,Je chie dans ton lait.,fra
439,Arrêtez de vous poser des questions sans intérêt.,fra
440,Ne t'approche pas de ça !,fra
441,La beauté est le pouvoir dont une femme se sert pour charmer un amoureux et pour terrifier un mari.,fra
442,Ouais,fra
443,Sami ne sait pas faire l'accent égyptien.,fra
444,"Je ne te laisserai pas faire du mal à mes amis! ""Je n'avais pas l'intention de faire du mal à tes amis.""",fra
445,Je serai là tout de suite.,fra
446,J'ai une autre bonne idée.,fra
447,Il faut que je boive.,fra
448,Lis un livre !,fra
449,Il a dit qu'il a écrit.,fra
450,J'emploierai la magie contre lui et le changerai en grenouille.,fra
451,Leur voyage fut remis en raison de la pluie.,fra
452,Je dois écrire des lettres.,fra
453,J'aurai des lettres à écrire.,fra
454,J'aime étudier.,fra
455,J'ai acheté quelque chose pour Marie.,fra
456,Qui suis-je ? D'où viens-je ? Y a-t-il une vie après la mort ? Que signifie la vie sur la Terre ?,fra
457,Elaine est à l'hôpital.,fra
458,J'apprends l'anglais parce que je veux aller aux États Unis.,fra
459,Il t'aime.,fra
460,Ne regarde pas la télévision.,fra
461,Tu me comprends.,fra
462,Prêter attention à ce que tu fais est une des clés les plus importantes pour réussir.,fra
463,Il était vraiment bon marché.,fra
464,J'ai appris que tu venais juste de te marier.,fra
465,Si ce n'est pas maintenant,fra
466,Je ne sais qu'une chose,fra
467,J'ai fait un rêve effrayant.,fra
468,Qui écrit lit deux fois.,fra
469,On apprend en se trompant.,fra
470,Marie sait pourquoi.,fra
471,Nous savons pourquoi.,fra
472,Ils savent pourquoi.,fra
473,Lucie connaît Marie.,fra
474,Aimes-tu les cheeseburgers ?,fra
475,Courons jusqu'à l'arrêt de bus.,fra
476,Dans son discours,fra
477,Elle te déteste,fra
478,L'équipement de son bureau était déductible des impôts.,fra
479,Il a pu déduire l'équipement de son bureau de ses impôts.,fra
480,On connait par les fleurs l'excellence du fruit.,fra
481,Le voleur s'introduisit par une fenêtre cassée.,fra
482,Veuillez mettre votre ceinture de sécurité.,fra
483,Les miracles s'appellent des miracles parce qu'ils ne se produisent pas !,fra
484,Je me suis arrêté pour pouvoir fumer une cigarette.,fra
485,Je me suis arrêté pour fumer.,fra
486,Je le vis traverser la route.,fra
487,Tu m'as trahie.,fra
488,Le malheur des uns fait le bonheur des autres.,fra
489,Super histoire,fra
490,Pourquoi n'admets-tu pas ton erreur ?,fra
491,Nous sommes en train de chercher Tom.,fra
492,Ça ne te concerne pas.,fra
493,Il y a des livres ici.,fra
494,Je ne supporte pas d'être traitée comme une enfant.,fra
495,Tom dormait dehors.,fra
496,C'est exact,fra
497,Oui,fra
498,Il va venir cet après-midi.,fra
499,La revue parait deux fois par mois.,fra
500,J'apprécierais que vous m'accompagniez.,fra
501,Ça ne saurait pas fonctionner.,fra
502,Je la reconnus du premier coup d'œil.,fra
503,Monsieur,fra
504,Le Président va-t-il démissionner ?,fra
505,N'écrivez jamais les mots « borchtch » et « chtchi » en allemand !,fra
506,J'ai parlé avec tout le monde.,fra
507,Bonsoir,fra
508,Parfois,fra
509,Je vais le dire à tout le monde.,fra
510,Sois poli avec tout le monde !,fra
511,Pourquoi tout le monde chuchote-t-il ?,fra
512,Pourquoi tout le monde est-il si calme ?,fra
513,L'argent nous permettra de tenir à peu près un mois.,fra
514,Il n'y a personne chez moi.,fra
515,Il n'y a personne chez nous.,fra
516,Personne ne va t'employer.,fra
517,Personne ne va vous employer.,fra
518,Personne n'était chez moi.,fra
519,Personne ne m'a dit que vous étiez ici.,fra
520,Personne ne me vit.,fra
521,Personne n'y vit.,fra
522,Personne ne sait ce que je ressens.,fra
523,Personne ne m'invita à la fête.,fra
524,Personne n'entendit la cloche sonner.,fra
525,Personne n'a encore pris de décision.,fra
526,Personne ne peut y mettre un terme.,fra
527,La bougie s'est éteinte d'elle-même.,fra
528,Personne ne peut me battre.,fra
529,Personne ne m'a demandé quoi que ce soit.,fra
530,Personne ne me rend grâce.,fra
531,Qui que ce soit d'autre se trouvait-il alentour ?,fra
532,J'espère n'avoir offensé personne.,fra
533,Qui que ce soit a-t-il de quelconques autres questions ?,fra
534,Quiconque en a-t-il connaissance ?,fra
535,Quiconque a-t-il besoin de quoi que ce soit ?,fra
536,Quiconque s'en soucie-t-il ?,fra
537,Quiconque sait-il que vous êtes ici ?,fra
538,Quiconque m'entend-il ?,fra
539,Tom s'est frayé un chemin à travers la foule.,fra
540,Dans ma famille,fra
541,Qui que ce soit a-t-il un ouvre-boîte ?,fra
542,Te fies-tu à quiconque ?,fra
543,Reconnaissez-vous quiconque ?,fra
544,Si tu fais triste mine dans ce métier,fra
545,Connaissez-vous quiconque,fra
546,Connais-tu quiconque,fra
547,Connaissez-vous qui que ce soit,fra
548,Le chat est dans son panier.,fra
549,Je ne suis d'aucune utilité à qui que ce soit.,fra
550,Quiconque se trouve-t-il à bord ?,fra
551,Quiconque se trouve-t-il là-dedans ?,fra
552,Quiconque est-il déjà là ?,fra
553,Quiconque va-t-il manger ça ?,fra
554,Qui que ce soit d'autre se trouve-t-il dans la maison ?,fra
555,N'importe qui pourrait faire ça.,fra
556,As-tu pris un parapluie avec toi ?,fra
557,Ils remontèrent la rivière à la rame.,fra
558,Qui que ce soit est-il là ?,fra
559,Quiconque s'y trouve-t-il ?,fra
560,Qui que ce soit est-il prêt pour le dessert ?,fra
561,Ai-je manqué à quiconque ?,fra
562,Y a-t-il qui que ce soit là-dedans ?,fra
563,Qui que ce soit est-il blessé ?,fra
564,C'est pourquoi je me fie à toi.,fra
565,Qui que ce soit d'autre a-t-il peur ?,fra
566,Je ne le dirai à personne.,fra
567,Bienvenue à Tatoeba !,fra
568,Si vous ne vous fiez pas à eux,fra
569,Il vit l'accident sur le chemin de l'école.,fra
570,Je ne me suis jamais fait de souci à ton sujet.,fra
571,Il passe le temps.,fra
572,Où allez-vous en vacances cet été ?,fra
573,Je ne cesse de penser à vous.,fra
574,Je n'écris pas à ton sujet.,fra
575,L'eau pétillante n'est pas très populaire en Amérique.,fra
576,J'ai tout lu à ton sujet.,fra
577,Selon mon opinion,fra
578,Tout ne se rapporte pas à vous.,fra
579,J'ai le même sentiment à ton sujet.,fra
580,Après quelques recherches sur Google,fra
581,J'ai un peu faim.,fra
582,J'ai un petit peu faim.,fra
583,J'ai légèrement faim.,fra
584,Je n'aurais pu résoudre cette affaire sans toi.,fra
585,Soudain,fra
586,Quel livre intéressant !,fra
587,Je dois acheter un nouveau tapis pour cette pièce.,fra
588,Nous nous portons mieux sans vous.,fra
589,J'ai estimé qu'il était préférable de ne pas y aller sans vous.,fra
590,Elle me montra sa nouvelle voiture.,fra
591,J'ai estimé qu'il était préférable de ne pas y aller sans toi.,fra
592,L'homme qui conduit le bus est un bon ami à moi.,fra
593,Elle a bon cœur.,fra
594,Je peux le faire avec ou sans toi.,fra
595,J'ignore si je peux y parvenir sans toi.,fra
596,J'ai su que je te voulais au moment même où je t'ai vu.,fra
597,Veuillez vous asseoir ici.,fra
598,J'ai tant à vous montrer.,fra
599,Je sais qu'il n'a pas dit de bonnes choses à mon sujet.,fra
600,Quel est votre auteur favori ?,fra
601,Qui est votre auteur favori ?,fra
602,Ne fume pas ici.,fra
603,Notre réfrigérateur ne fonctionne plus.,fra
604,Je pourrais vous enseigner.,fra
605,Je pouvais voir que c'était toi.,fra
606,Je suis désolé si ma présence vous embarrasse.,fra
607,J'aime vivre ici.,fra
608,Je connais le remède à ce qui te fait souffrir.,fra
609,Je me réjouis d'être celui qui te le dit.,fra
610,L'architecte se vantait d'avoir reçu une récompense prestigieuse.,fra
611,Fous-moi juste la paix ! Tu es pathétique !,fra
612,Si seulement j'avais vendu cette propriété avant l'explosion de la bulle économique,fra
613,Je voyagerai à travers l'Europe en vélo,fra
614,Mes bagages ne sont pas arrivés. Que s'est-il passé?,fra
615,Parlons d'abord des expériences faites en laboratoires.,fra
616,Il me rendait fou.,fra
617,Il tient pour principe de faire une promenade chaque matin.,fra
618,Je suis désolé de m'en être pris à toi.,fra
619,Vous pouvez me mettre en prison mais vous ne pouvez me donner de quartiers plus étroits que ce dont,fra
620,À long terme,fra
621,Il confectionna une petite statue à base d'argile molle.,fra
622,Je n'ai parlé à personne.,fra
623,Je n'ai vu personne l'employer.,fra
624,Je n'ai vu personne d'autre.,fra
625,Je n'ai sauvé personne.,fra
626,Je n'avais pas l'intention de blesser qui que ce fut.,fra
627,J'ignorais que quiconque était là.,fra
628,Personne ne te l'a-t-il dit ?,fra
629,Personne ne t'a-t-il interrogé ?,fra
630,L'avez-vous dit à qui que ce soit ?,fra
631,Avez-vous vu qui que ce soit de suspect ?,fra
632,Avez-vous vu qui que ce soit sur la plage ?,fra
633,Avez-vous vu qui que ce soit partir ?,fra
634,As-tu vu qui que ce soit ?,fra
635,Avez-vous vu qui que ce soit ?,fra
636,As-tu vu qui que ce soit d'autre ?,fra
637,As-tu embrassé qui que ce soit ?,fra
638,As-tu tué qui que ce soit ?,fra
639,As-tu enlacé qui que ce soit ?,fra
640,As-tu appelé qui que ce soit d'autre ?,fra
641,Ai-je oublié qui que ce soit ?,fra
642,Qui que ce soit vous a-t-il vu ?,fra
643,Quiconque vous a-t-il vu ?,fra
644,Le bâtiment fut gravement endommagé par un incendie.,fra
645,Quiconque vous y a-t-il vu ?,fra
646,Quiconque t'y a-t-il vu ?,fra
647,Qui que ce soit vous a-t-il vu sur la plage ?,fra
648,Penses-tu que c'est une bonne idée de nourrir ton chien avec les déchets de repas ?,fra
649,Quiconque vous a-t-il vu entrer ici ?,fra
650,Quiconque a-t-il vu ce qui s'est passé ?,fra
651,Je vous ai contrariées.,fra
652,L'homme est pour l'homme un ennemi plus dangereux que les forces de la nature ou les bêtes sauvages.,fra
653,Je n'aurais jamais dû te quitter.,fra
654,Je n'aurais jamais dû vous quitter.,fra
655,Je t'ai mené précisément où je voulais.,fra
656,Je ne veux surtout pas vivre dans une grande ville.,fra
657,C'est pourquoi nous te voulons.,fra
658,Je suppose que je ne voulais pas vous décevoir.,fra
659,J'ai vu un homme âgé tombé sur le dos dans la rue.,fra
660,Je ne t'aurais jamais tiré dessus.,fra
661,Je ne vous aurais jamais tiré dessus.,fra
662,Je t'ai presque tiré dessus.,fra
663,Lorsqu'il est triste,fra
664,J'ai l'impression que cette nuit va être une bonne nuit !,fra
665,Ça ne peut pas être bon pour toi.,fra
666,Sa musique me fit grande impression.,fra
667,En janvier,fra
668,Je suppose que c'est bon pour vous.,fra
669,Ça ne devrait pas être dur pour toi.,fra
670,Nous assemblâmes tout l'équipement.,fra
671,Ça dépend du temps.,fra
672,Passe plus tard,fra
673,Ma sœur possède un piano.,fra
674,Il y a un type en bas qui te demande.,fra
675,L'Islam émergea au septième siècle dans la péninsule arabique.,fra
676,J'aurai un déjeuner qui t'attendra.,fra
677,Ils te soutiendront.,fra
678,Il s'assiérait des heures à lire des histoires de détectives.,fra
679,Bien sûr j'attends.,fra
680,Je ne suis pas heureux.,fra
681,Je ne suis pas heureuse.,fra
682,Je ne suis pas contente.,fra
683,Elle a mené ses affaires au succès.,fra
684,Il est illégal de copier un livre sans l'autorisation de l'auteur.,fra
685,La ville entière fut détruite par un incendie.,fra
686,Son assiduité lui a rapporté le succès.,fra
687,Mon oncle m'a donné un beau cadeau.,fra
688,J'étudie jour et nuit.,fra
689,Elle a vendu des cartes postales.,fra
690,Vous vendiez des pommes au marché.,fra
691,Tu as vendu des pommes au marché.,fra
692,Tom n'aime pas les chats.,fra
693,Nous écoutâmes la fusillade.,fra
694,Vous avez vendu des pommes au marché.,fra
695,Tom aime la neige.,fra
696,Aujourd'hui est un jour formidable !,fra
697,Elle est aimable.,fra
698,Il sera heureux de vous voir.,fra
699,Bois-tu de la bière ou du vin ?,fra
700,Mon pantalon est mouillé.,fra
701,Je bois sa bière.,fra
702,Ce pantalon est sale.,fra
703,Je ne sais pas précisément où je suis né.,fra
704,Elle n'est pas gentille avec lui. À vrai dire,fra
705,Je viens de petit-déjeuner.,fra
706,Je veux acheter quelques pantalons.,fra
707,Maria est en train de porter une burqa.,fra
708,Apporte de l'eau avec le seau.,fra
709,Je ne bois pas de bière,fra
710,Je l'aime en dépit de ses défauts.,fra
711,C'est un beau manteau.,fra
712,J'ai trouvé une paire de gants sous la chaise.,fra
713,J'ai vu votre père.,fra
714,Regarde ! Le train est là !,fra
715,C'est ta vie quotidienne qui est ton temple et ta religion !,fra
716,C'est son caractère qui fait à chacun sa destinée.,fra
717,Elle a acheté un grille-pain,fra
718,J'ai froid ce matin.,fra
719,Il existe différents types de niqab,fra
720,Le jardin était rempli de jolies fleurs.,fra
721,"Cœur et ""chœur"" ont la même prononciation.",fra
722,Qui va loin des yeux va loin du cœur.,fra
723,La burqa est un choix.,fra
724,Où est ma pipe en écume de mer ?,fra
725,La marche des Beurs a éclaté suite à plusieurs épisodes de racisme et de violence.,fra
726,Il faut protéger l'unité nationale.,fra
727,Le vieillard mourut de faim.,fra
728,Étais-tu avec quelqu'un ?,fra
729,J'ai un ami avec lequel je corresponds.,fra
730,Je voudrais louer une maison.,fra
731,Je n'ai simplement pas su comment.,fra
732,Je ne veux pas té déranger.,fra
733,Je n'ai simplement pas bien dormi.,fra
734,Je n'ai simplement voulu prendre aucun risque.,fra
735,Je ne voulais simplement pas vous contrarier.,fra
736,Essayons quelque chose !,fra
737,Qu'est-ce que tu fais ?,fra
738,Qu'est-ce que c'est ?,fra
739,Aujourd'hui nous sommes le 18 juin et c'est l'anniversaire de Muiriel !,fra
740,Joyeux anniversaire Muiriel !,fra
741,Muiriel a 20 ans maintenant.,fra
742,"Le mot de passe est ""Muiriel"".",fra
743,Je serai bientôt de retour.,fra
744,Je ne sais pas.,fra
745,J'en perds mes mots.,fra
746,Ça ne va jamais finir.,fra
747,Je ne sais simplement pas quoi dire...,fra
748,C’était un méchant lapin.,fra
749,J'étais dans les montagnes.,fra
750,Est-ce que c'est une photo récente ?,fra
751,Je ne sais pas si j'ai le temps.,fra
752,Pour une certaine raison le microphone ne marchait pas tout à l'heure.,fra
753,Tout le monde doit apprendre par soi-même en fin de compte.,fra
754,L'éducation dans ce monde me déçoit.,fra
755,L'apprentissage ne devrait pas être forcé. L'apprentissage devrait être encouragé.,fra
756,C'est une tâche difficile,fra
757,Ça ne changera rien.,fra
758,Ça coûtera 30 €.,fra
759,Je gagne 100€ par jour.,fra
760,Il se peut que j'abandonne bientôt et fasse une sieste à la place.,fra
761,C'est parce que tu ne veux pas être seul.,fra
762,Ça n'arrivera pas.,fra
763,Parfois il peut être un gars bizarre.,fra
764,Je ferai de mon mieux pour ne pas perturber tes révisions.,fra
765,Je ne peux que me demander si c'est la même chose pour tous les autres.,fra
766,Je suppose que c'est différent quand tu y penses à long terme.,fra
767,Ne t'inquiète pas.,fra
768,Tu me manques.,fra
769,Je les appellerai demain quand je reviendrai.,fra
770,J'ai toujours plus apprécié les personnages mystérieux.,fra
771,Tu devrais dormir.,fra
772,Je leur ai dit de m'envoyer un autre ticket.,fra
773,Tu es tellement impatiente avec moi.,fra
774,Je ne peux pas vivre comme ça.,fra
775,Il fut un temps où je voulais être astrophysicien.,fra
776,Je n'ai jamais aimé la biologie.,fra
777,La dernière personne à qui j'ai raconté mon idée a pensé que j'étais cinglé.,fra
778,Si le monde n'était pas dans l'état où il est maintenant,fra
779,C'est malheureusement vrai.,fra
780,Ils sont trop occupés à se battre entre eux pour s'occuper d'idéaux communs.,fra
781,La plupart des gens pensent que je suis fou.,fra
782,Non je ne le suis pas,fra
783,C'est ma réplique !,fra
784,Il me donne des coups de pied !,fra
785,Est-ce que tu es sûr ?,fra
786,Alors il y a un problème...,fra
787,Oh,fra
788,Dépêche-toi !,fra
789,Ça ne me surprend pas.,fra
790,Si je pouvais être comme ça...,fra
791,Pour une certaine raison je me sens plus vivant la nuit.,fra
792,Ça dépend du contexte.,fra
793,Est-ce que tu te fous de moi ? !,fra
794,C'est la chose la plus stupide que j'ai jamais dite.,fra
795,Je ne veux pas être lamentable,fra
796,Quand je serai grand,fra
797,L'Amérique est un endroit charmant pour vivre,fra
798,Je suis si gros.,fra
799,Et alors ?,fra
800,J'vais l'descendre.,fra
801,Je ne suis pas un vrai poisson,fra
802,Je ne fais que parler !,fra
803,C'était probablement ce qui a influencé leur décision.,fra
804,Je me suis toujours demandé ce que ça ferait d'avoir des frères et sœurs.,fra
805,C'est ce que j'aurais dit.,fra
806,Ça me prendrait l'éternité pour tout expliquer.,fra
807,C'est parce que tu es une fille.,fra
808,Parfois je ne peux pas m'empêcher de montrer des émotions.,fra
809,C'est un mot pour lequel j'aimerais trouver un substitut.,fra
810,Ce serait quelque chose qu'il faudrait que je programme.,fra
811,Il n'est pas dans mon intention d'être égoïste.,fra
812,Réfléchissons au pire qui pourrait arriver.,fra
813,Combien d'amis proches est-ce que tu as ?,fra
814,Il se peut que je sois antisocial,fra
815,C'est toujours tel que ça a été.,fra
816,Je pense que c'est mieux de ne pas être impoli.,fra
817,On peut toujours trouver du temps.,fra
818,Je serais malheureux,fra
819,À l'époque du lycée je me levais à 6h tous les matins.,fra
820,Quand je me suis réveillé j'étais triste.,fra
821,C’est ce qui est expliqué à la fin.,fra
822,Je pensais que tu aimais apprendre de nouvelles choses.,fra
823,La plupart des gens écrivent à propos de leur vie quotidienne.,fra
824,Si je pouvais t'envoyer un marshmallow,fra
825,Pour faire cela,fra
826,Chaque personne qui est seule est seule parce qu'elle a peur des autres.,fra
827,Pourquoi demandes-tu ?,fra
828,Je ne suis pas un artiste. Je n'ai jamais eu l'esprit pour ça.,fra
829,Je ne peux pas lui dire maintenant. Ce n’est pas si simple.,fra
830,Je suis une personne qui a des défauts,fra
831,Chaque fois que je trouve quelque chose que j'aime,fra
832,Combien de temps es-tu restée ?,fra
833,Peut-être que ce sera la même chose pour lui.,fra
834,L'innocence est une belle chose.,fra
835,Les humains n'ont jamais été faits pour vivre éternellement.,fra
836,Je ne veux pas perdre mes idées,fra
837,Je pense que j'ai une théorie à ce sujet.,fra
838,C'est intriguant.,fra
839,Tu es en train de dire que tu caches intentionnellement ta beauté ?,fra
840,Je n’ai pas de compte sur ces forums.,fra
841,Si quelqu'un devait demander quel est le but de l'histoire,fra
842,Je ne savais pas d'où ça venait.,fra
843,Je pense que le fait que j'ai vécu avec toi a influencé la façon dont tu vis.,fra
844,Ce n'est pas important.,fra
845,Je n'ai pas aimé.,fra
846,Elle demande comment c’est possible.,fra
847,Tu ne fais que fuir les problèmes de la vie.,fra
848,Si tu regardes les paroles,fra
849,Il y a un problème que tu ne vois pas.,fra
850,Tu peux le faire !,fra
851,Mon prof de physique s'en fiche si je sèche les cours.,fra
852,J'aimerais bien pouvoir aller au Japon.,fra
853,Je déteste ça quand il y a trop de gens.,fra
854,Je dois aller au lit.,fra
855,Après ça,fra
856,Je ne t'en demanderai pas plus pour aujourd'hui.,fra
857,Il se peut qu'il gèle la semaine prochaine.,fra
858,Même s'il s'est excusé,fra
859,La police vous fera trouver les balles.,fra
860,Merci de m'avoir expliqué finalement pourquoi on me prend pour une imbécile.,fra
861,Ce n'était pas mon intention.,fra
862,Merci pour ton explication.,fra
863,Théoriquement,fra
864,Qu'est-ce qui s'est passé ?,fra
865,Ça m'a presque fait peur de ne pas te voir connectée pendant toute une journée.,fra
866,Je ne sais pas ce que tu veux dire.,fra
867,Il faut bien que mon ordinateur me serve à quelque chose.,fra
868,Tu voulais me parler de liberté ?,fra
869,Euh,fra
870,Si je voulais te faire peur,fra
871,On ne peut pas tout attendre des écoles.,fra
872,Il y a beaucoup de mots que je ne comprends pas.,fra
873,Je n'aime pas quand les mathématiciens qui en savent beaucoup plus que moi ne savent pas s'exprimer explicitement.,fra
874,T'es vraiment pas bête.,fra
875,Je dois te poser une question idiote.,fra
876,Je ne sais pas comment le démontrer vu que c'est trop évident !,fra
877,J'aurais pas imaginé qu'un jour j'irais chercher « viagra » dans Wikipédia.,fra
878,Est-ce qu'on peut formuler ça d'une autre manière ?,fra
879,Personne ne saura.,fra
880,J'ai trouvé une solution,fra
881,Ça me paraît intéressant !,fra
882,Sauf que là,fra
883,Moi,fra
884,Qu'est-ce que tu as répondu ?,fra
885,Non,fra
886,C'est dommage que je n'aie pas besoin de maigrir.,fra
887,T'as jamais cours ou quoi ? !,fra
888,Je vais donc jouer au Sudoku au lieu de continuer de te déranger.,fra
889,Où est le problème ?,fra
890,Je ne peux qu'attendre.,fra
891,Ce n'est pas tellement une surprise,fra
892,Je t'aime !,fra
893,Je ne t'aime plus.,fra
894,Je suis curieux.,fra
895,Je ne veux pas attendre aussi longtemps.,fra
896,Pourquoi ne viens-tu pas nous voir ?,fra
897,Mais la possibilité semble improbable.,fra
898,Je n'aurais pas dû me déconnecter.,fra
899,C'est inévitable que j'aille en France un jour,fra
900,Je déteste la chimie.,fra
901,Je ne voulais pas que ça arrive.,fra
902,Tu devines probablement ce qui va arriver.,fra
903,Avant même que tu ne le saches,fra
904,Quelles autres options ai-je ?,fra
905,Je ne suis pas un grand voyageur.,fra
906,Je n'ai rien de mieux à faire.,fra
907,Je ne peux pas l'expliquer non plus.,fra
908,Tout le monde a ses forces et ses faiblesses.,fra
909,Mais sérieusement,fra
910,Ça montre seulement que tu n'es pas un robot.,fra
911,Comment pourrais-je être un robot ? Les robots ne rêvent pas.,fra
912,« Je n'y ai jamais pensé »,fra
913,Ce n'est pas quelque chose que n'importe qui peut faire.,fra
914,Je ne sais pas si je l'ai encore.,fra
915,Qu'est-ce que tu crois que j'étais en train de faire ?,fra
916,Ne sous-estime pas ma puissance.,fra
917,Ma maman ne parle pas très bien anglais.,fra
918,Je ne parle pas assez bien français !,fra
919,Je me demandais si tu allais venir aujourd'hui.,fra
920,C'est là que réside le problème.,fra
921,Comment trouves-tu de la nourriture dans l'espace ?,fra
922,Vous n'avez rien à faire sauf vous faire confiance.,fra
923,Tout le monde veut te rencontrer,fra
924,Pourquoi es-tu désolée pour quelque chose que tu n'as pas fait ?,fra
925,Je déteste absolument l'écriture formelle !,fra
926,Les étrangers m'intriguent.,fra
927,Quoique je fasse,fra
928,Qu'est-ce qui te retient éveillé si tard ?,fra
929,Tu serais surprise de ce que tu peux apprendre en une semaine.,fra
930,Je n'ai personne qui veuille voyager avec moi.,fra
931,La vie est dure,fra
932,Supporter peut être insupportable.,fra
933,Arrête ! Tu la mets mal à l'aise !,fra
934,Rien n'est beau que le vrai.,fra
935,Demain,fra
936,Je ne parle pas japonais.,fra
937,C’est un jeu de mots.,fra
938,Personne ne me comprend.,fra
939,J'ai appris à vivre sans elle.,fra
940,Ça ne sert plus à rien de continuer à réfléchir.,fra
941,J'ai trop de choses dans la tête ces jours-ci.,fra
942,Je voulais juste vérifier mes emails.,fra
943,Est-ce que tu as vraiment besoin de poser la question pour connaître la réponse ?,fra
944,Tu peux pas attendre de moi que je pense toujours à tout !,fra
945,Je suppose que derrière chaque chose que l'on doit faire,fra
946,T'as vraiment pas les bonnes priorités !,fra
947,N'attends pas que les autres pensent pour toi !,fra
948,Tu n'as jamais le temps pour les choses importantes !,fra
949,Ce n'est pas la peine de faire semblant de me faire croire que je crois des choses que tu ne crois pas !,fra
950,Ça me prendrait trop de temps pour t'expliquer pourquoi ça ne va pas marcher.,fra
951,Je suis trop bête... J'essaie de t'expliquer des choses que je ne comprends pas moi-même.,fra
952,Arrête de me considérer comme quelqu'un de « normal » !,fra
953,Tu pourrais au moins essayer d'être un peu plus poli,fra
954,Il y aura toujours des choses que je n'apprendrai jamais,fra
955,C'est pas possible !,fra
956,J'aimerais pouvoir m'inquiéter plus pour mes notes mais il semblerait qu'à un certain moment de ma vie,fra
957,« Pierre qui roule n'amasse pas mousse » est un proverbe.,fra
958,Veux-tu quelque chose à boire ?,fra
959,« Qui est-ce ? » « C'est ta mère. »,fra
960,« Quand vas-tu revenir ? » « Tout dépend du temps qu'il fera. »,fra
961,Qu'est-ce qui ne va pas ? demanda le petit lapin blanc.,fra
962,« Qu'est-ce qu'il se passe dans la grotte ? Je suis curieux. » « Je n'en ai aucune idée. »,fra
963,Nous devons apprendre à vivre ensemble comme des frères,fra
964,Euh... Comment ça marche ?,fra
965,« Pour être franc,fra
966,« C'est ce que j'étais en train de chercher »,fra
967,« Ça semble très intéressant »,fra
968,Il se peut que leur communication soit beaucoup plus complexe que nous le pensions.,fra
969,« Le téléphone sonne. » « Je vais répondre. »,fra
970,« C'est très gentil de votre part »,fra
971,« Merci de m'aider. » « Il n'y a pas de quoi. »,fra
972,Un jour je courrai comme le vent.,fra
973,« Elle aime la musique. » « Moi aussi. »,fra
974,S'il te plaît,fra
975,Fais-moi savoir s'il y a quoi que ce soit que je puisse faire.,fra
